PK,SK,kanji_char,component_char,,,
COMPONENT#土,KANJI#在,在,土,,,
COMPONENT#袁,KANJI#園,園,袁,,,
COMPONENT#囗,KANJI#園,園,囗,,,
COMPONENT#𠮷,KANJI#園,園,𠮷,,,
COMPONENT#土,KANJI#園,園,土,,,
COMPONENT#木,KANJI#困,困,木,,,
COMPONENT#囗,KANJI#困,困,囗,,,
COMPONENT#大,KANJI#因,因,大,,,
COMPONENT#囗,KANJI#因,因,囗,,,
COMPONENT#口,KANJI#回,回,口,,,
COMPONENT#囗,KANJI#回,回,囗,,,
COMPONENT#吉,KANJI#喜,喜,吉,,,
COMPONENT#豆,KANJI#喜,喜,豆,,,
COMPONENT#口,KANJI#喜,喜,口,,,
COMPONENT#士,KANJI#喜,喜,士,,,
COMPONENT#立,KANJI#商,商,立,,,
COMPONENT#冂儿,KANJI#商,商,冂儿,,,
COMPONENT#冋,KANJI#商,商,冋,,,
COMPONENT#禾,KANJI#和,和,禾,,,
COMPONENT#口,KANJI#和,和,口,,,
COMPONENT#叩,KANJI#命,命,叩,,,
COMPONENT#卩,KANJI#命,命,卩,,,
COMPONENT#口,KANJI#命,命,口,,,
COMPONENT#口,KANJI#呼,呼,口,,,
COMPONENT#乎,KANJI#呼,呼,乎,,,
COMPONENT#口,KANJI#告,告,口,,,
COMPONENT#⺧,KANJI#告,告,⺧,,,
COMPONENT#口,KANJI#吹,吹,口,,,
COMPONENT#欠,KANJI#吹,吹,欠,,,
COMPONENT#口,KANJI#吸,吸,口,,,
COMPONENT#及,KANJI#吸,吸,及,,,
COMPONENT#口,KANJI#否,否,口,,,
COMPONENT#不,KANJI#否,否,不,,,
COMPONENT#尹,KANJI#君,君,尹,,,
COMPONENT#口,KANJI#君,君,口,,,
COMPONENT#冂,KANJI#向,向,冂,,,
COMPONENT#冋,KANJI#向,向,冋,,,
COMPONENT#口,KANJI#向,向,口,,,
COMPONENT#口,KANJI#合,合,口,,,
COMPONENT#人,KANJI#合,合,人,,,
COMPONENT#一,KANJI#合,合,一,,,
COMPONENT#丂,KANJI#号,号,丂,,,
COMPONENT#口,KANJI#号,号,口,,,
COMPONENT#口,KANJI#可,可,口,,,
COMPONENT#⺤,KANJI#受,受,⺤,,,
COMPONENT#又,KANJI#受,受,又,,,
COMPONENT#耳,KANJI#取,取,耳,,,
COMPONENT#又,KANJI#取,取,又,,,
COMPONENT#丩,KANJI#収,収,丩,,,
COMPONENT#又,KANJI#収,収,又,,,
COMPONENT#厂,KANJI#反,反,厂,,,
COMPONENT#又,KANJI#反,反,又,,,
COMPONENT#ム,KANJI#参,参,ム,,,
COMPONENT#大,KANJI#参,参,大,,,
COMPONENT#彡,KANJI#参,参,彡,,,
COMPONENT#厂,KANJI#原,原,厂,,,
COMPONENT#白,KANJI#原,原,白,,,
COMPONENT#日小,KANJI#原,原,日小,,,
COMPONENT#ク,KANJI#危,危,ク,,,
COMPONENT#厃,KANJI#危,危,厃,,,
COMPONENT#㔾,KANJI#危,危,㔾,,,
COMPONENT#厂,KANJI#危,危,厂,,,
COMPONENT#甲,KANJI#単,単,甲,,,
COMPONENT#⺍,KANJI#単,単,⺍,,,
COMPONENT#十,KANJI#単,単,十,,,
COMPONENT#甲,KANJI#単,単,甲,,,
COMPONENT#イ,KANJI#化,化,イ,,,
COMPONENT#ヒ,KANJI#化,化,ヒ,,,
COMPONENT#堇,KANJI#勤,勤,堇,,,
COMPONENT#力,KANJI#勤,勤,力,,,
COMPONENT#月,KANJI#勝,勝,月,,,
COMPONENT#龹,KANJI#勝,勝,龹,,,
COMPONENT#力,KANJI#勝,勝,力,,,
COMPONENT#マ,KANJI#務,務,マ,,,
COMPONENT#矛,KANJI#務,務,矛,,,
COMPONENT#力,KANJI#務,務,力,,,
COMPONENT#攵,KANJI#務,務,攵,,,
COMPONENT#予,KANJI#務,務,予,,,
COMPONENT#⺍冖,KANJI#労,労,⺍冖,,,
COMPONENT#力,KANJI#労,労,力,,,
COMPONENT#奴,KANJI#努,努,奴,,,
COMPONENT#力,KANJI#努,努,力,,,
COMPONENT#女,KANJI#努,努,女,,,
COMPONENT#又,KANJI#努,努,又,,,
COMPONENT#且,KANJI#助,助,且,,,
COMPONENT#力,KANJI#助,助,力,,,
COMPONENT#力,KANJI#加,加,力,,,
COMPONENT#口,KANJI#加,加,口,,,
COMPONENT#害,KANJI#割,割,害,,,
COMPONENT#刂,KANJI#割,割,刂,,,
COMPONENT#亥,KANJI#刻,刻,亥,,,
COMPONENT#刂,KANJI#刻,刻,刂,,,
COMPONENT#巾,KANJI#制,制,巾,,,
COMPONENT#刂,KANJI#制,制,刂,,,
COMPONENT#牛,KANJI#制,制,牛,,,
COMPONENT#禾,KANJI#到,到,禾,,,
COMPONENT#刂,KANJI#到,到,刂,,,
COMPONENT#禾,KANJI#利,利,禾,,,
COMPONENT#刂,KANJI#利,利,刂,,,
COMPONENT#半,KANJI#判,判,半,,,
COMPONENT#刂,KANJI#判,判,刂,,,
COMPONENT#衤,KANJI#初,初,衤,,,
COMPONENT#刀,KANJI#初,初,刀,,,
COMPONENT#列,KANJI#列,列,列,,,
COMPONENT#歹,KANJI#列,列,歹,,,
COMPONENT#刂,KANJI#列,列,刂,,,
COMPONENT#夂,KANJI#処,処,夂,,,
COMPONENT#几,KANJI#処,処,几,,,
COMPONENT#令,KANJI#冷,冷,令,,,
COMPONENT#冫,KANJI#冷,冷,冫,,,
COMPONENT#マ,KANJI#冷,冷,マ,,,
COMPONENT#人,KANJI#冷,冷,人,,,
COMPONENT#冂,KANJI#内,内,冂,,,
COMPONENT#人,KANJI#内,内,人,,,
COMPONENT#貝,KANJI#具,具,貝,,,
COMPONENT#一,KANJI#具,具,一,,,
COMPONENT#目,KANJI#具,具,目,,,
COMPONENT#八,KANJI#具,具,八,,,
COMPONENT#共,KANJI#共,共,共,,,
COMPONENT#龷,KANJI#共,共,龷,,,
COMPONENT#八,KANJI#共,共,八,,,
COMPONENT#人,KANJI#全,全,人,,,
COMPONENT#王,KANJI#全,全,王,,,
COMPONENT#⺌,KANJI#光,光,⺌,,,
COMPONENT#儿,KANJI#光,光,儿,,,
COMPONENT#イ,KANJI#優,優,イ,,,
COMPONENT#㥑,KANJI#優,優,㥑,,,
COMPONENT#夂,KANJI#優,優,夂,,,
COMPONENT#心,KANJI#優,優,心,,,
COMPONENT#イ,KANJI#働,働,イ,,,
COMPONENT#動,KANJI#働,働,動,,,
COMPONENT#重,KANJI#働,働,重,,,
COMPONENT#力,KANJI#働,働,力,,,
COMPONENT#イ,KANJI#備,備,イ,,,
COMPONENT#龷,KANJI#備,備,龷,,,
COMPONENT#用,KANJI#備,備,用,,,
COMPONENT#丆,KANJI#備,備,丆,,,
COMPONENT#イ,KANJI#偶,偶,イ,,,
COMPONENT#禺,KANJI#偶,偶,禺,,,
COMPONENT#甲,KANJI#偶,偶,甲,,,
COMPONENT#イ,KANJI#側,側,イ,,,
COMPONENT#則,KANJI#側,側,則,,,
COMPONENT#貝,KANJI#側,側,貝,,,
COMPONENT#刂,KANJI#側,側,刂,,,
COMPONENT#イ,KANJI#偉,偉,イ,,,
COMPONENT#韋,KANJI#偉,偉,韋,,,
COMPONENT#㐄,KANJI#偉,偉,㐄,,,
COMPONENT#イ,KANJI#値,値,イ,,,
COMPONENT#直,KANJI#値,値,直,,,
COMPONENT#目,KANJI#値,値,目,,,
COMPONENT#イ,KANJI#候,候,イ,,,
COMPONENT#ユ,KANJI#候,候,ユ,,,
COMPONENT#矢,KANJI#候,候,矢,,,
COMPONENT#イ,KANJI#倒,倒,イ,,,
COMPONENT#一ム,KANJI#倒,倒,一ム,,,
COMPONENT#土,KANJI#倒,倒,土,,,
COMPONENT#至,KANJI#倒,倒,至,,,
COMPONENT#イ,KANJI#信,信,イ,,,
COMPONENT#言,KANJI#信,信,言,,,
COMPONENT#イ,KANJI#係,係,イ,,,
COMPONENT#糸,KANJI#係,係,糸,,,
COMPONENT#幺,KANJI#係,係,幺,,,
COMPONENT#小,KANJI#係,係,小,,,
COMPONENT#イ,KANJI#便,便,イ,,,
COMPONENT#更,KANJI#便,便,更,,,
COMPONENT#申,KANJI#便,便,申,,,
COMPONENT#イ,KANJI#供,供,イ,,,
COMPONENT#共,KANJI#供,供,共,,,
COMPONENT#龷,KANJI#供,供,龷,,,
COMPONENT#イ,KANJI#例,例,イ,,,
COMPONENT#列,KANJI#例,例,列,,,
COMPONENT#歹,KANJI#例,例,歹,,,
COMPONENT#刂,KANJI#例,例,刂,,,
COMPONENT#人,KANJI#余,余,人,,,
COMPONENT#小,KANJI#余,余,小,,,
COMPONENT#イ,KANJI#位,位,イ,,,
COMPONENT#立,KANJI#位,位,立,,,
COMPONENT#イ,KANJI#似,似,イ,,,
COMPONENT#以,KANJI#似,似,以,,,
COMPONENT#人,KANJI#似,似,人,,,
COMPONENT#イ,KANJI#伝,伝,イ,,,
COMPONENT#云,KANJI#伝,伝,云,,,
COMPONENT#イ,KANJI#任,任,イ,,,
COMPONENT#壬,KANJI#任,任,壬,,,
COMPONENT#イ,KANJI#件,件,イ,,,
COMPONENT#牛,KANJI#件,件,牛,,,
COMPONENT#イ,KANJI#付,付,イ,,,
COMPONENT#寸,KANJI#付,付,寸,,,
COMPONENT#イ,KANJI#他,他,イ,,,
COMPONENT#也,KANJI#他,他,也,,,
COMPONENT#亠,KANJI#交,交,亠,,,
COMPONENT#父,KANJI#交,交,父,,,
COMPONENT#亠,KANJI#亡,亡,亠,,,
COMPONENT#彑,KANJI#互,互,彑,,,
COMPONENT#ク,KANJI#争,争,ク,,,
COMPONENT#マ,KANJI#予,予,マ,,,
COMPONENT#木,KANJI#乗,乗,木,,,
COMPONENT#禾,KANJI#乗,乗,禾,,,
COMPONENT#冂,KANJI#両,両,冂,,,
COMPONENT#山,KANJI#両,両,山,,,
COMPONENT#一,KANJI#与,与,一,,,
COMPONENT#歯,KANJI#齢,齢,歯,,,
COMPONENT#令,KANJI#齢,齢,令,,,
COMPONENT#米,KANJI#齢,齢,米,,,
COMPONENT#止,KANJI#齢,齢,止,,,
COMPONENT#凵,KANJI#齢,齢,凵,,,
COMPONENT#自,KANJI#鼻,鼻,自,,,
COMPONENT#田,KANJI#鼻,鼻,田,,,
COMPONENT#廾,KANJI#鼻,鼻,廾,,,
COMPONENT#龷,KANJI#黄,黄,龷,,,
COMPONENT#由,KANJI#黄,黄,由,,,
COMPONENT#八,KANJI#黄,黄,八,,,
COMPONENT#龶,KANJI#麦,麦,龶,,,
COMPONENT#夂,KANJI#麦,麦,夂,,,
COMPONENT#冎,KANJI#骨,骨,冎,,,
COMPONENT#月,KANJI#骨,骨,月,,,
COMPONENT#馬,KANJI#駐,駐,馬,,,
COMPONENT#主,KANJI#駐,駐,主,,,
COMPONENT#王,KANJI#駐,駐,王,,,
COMPONENT#灬,KANJI#駐,駐,灬,,,
COMPONENT#禾,KANJI#香,香,禾,,,
COMPONENT#日,KANJI#香,香,日,,,
COMPONENT#客,KANJI#額,額,客,,,
COMPONENT#頁,KANJI#額,額,頁,,,
COMPONENT#貝,KANJI#額,額,貝,,,
COMPONENT#目,KANJI#額,額,目,,,
COMPONENT#夂,KANJI#額,額,夂,,,
COMPONENT#令,KANJI#領,領,令,,,
COMPONENT#頁,KANJI#領,領,頁,,,
COMPONENT#貝,KANJI#領,領,貝,,,
COMPONENT#目,KANJI#領,領,目,,,
COMPONENT#予,KANJI#預,預,予,,,
COMPONENT#頁,KANJI#預,預,頁,,,
COMPONENT#貝,KANJI#預,預,貝,,,
COMPONENT#目,KANJI#預,預,目,,,
COMPONENT#マ,KANJI#預,預,マ,,,
COMPONENT#川,KANJI#順,順,川,,,
COMPONENT#頁,KANJI#順,順,頁,,,
COMPONENT#貝,KANJI#順,順,貝,,,
COMPONENT#目,KANJI#順,順,目,,,
COMPONENT#廿,KANJI#革,革,廿,,,
COMPONENT#中,KANJI#革,革,中,,,
COMPONENT#十,KANJI#革,革,十,,,
COMPONENT#雨,KANJI#震,震,雨,,,
COMPONENT#辰,KANJI#震,震,辰,,,
COMPONENT#雨,KANJI#零,零,雨,,,
COMPONENT#令,KANJI#零,零,令,,,
COMPONENT#雨,KANJI#雲,雲,雨,,,
COMPONENT#云,KANJI#雲,雲,云,,,
COMPONENT#戸,KANJI#雇,雇,戸,,,
COMPONENT#隹,KANJI#雇,雇,隹,,,
COMPONENT#隹,KANJI#隻,隻,隹,,,
COMPONENT#又,KANJI#隻,隻,又,,,
COMPONENT#阝,KANJI#階,階,阝,,,
COMPONENT#比,KANJI#階,階,比,,,
COMPONENT#白,KANJI#階,階,白,,,
COMPONENT#ヒ,KANJI#階,階,ヒ,,,
COMPONENT#阝,KANJI#隅,隅,阝,,,
COMPONENT#禺,KANJI#隅,隅,禺,,,
COMPONENT#甲,KANJI#隅,隅,甲,,,
COMPONENT#阝,KANJI#陸,陸,阝,,,
COMPONENT#坴,KANJI#陸,陸,坴,,,
COMPONENT#圥,KANJI#陸,陸,圥,,,
COMPONENT#土,KANJI#陸,陸,土,,,
COMPONENT#阝,KANJI#防,防,阝,,,
COMPONENT#方,KANJI#防,防,方,,,
COMPONENT#金,KANJI#録,録,金,,,
COMPONENT#彐,KANJI#録,録,彐,,,
COMPONENT#氺,KANJI#録,録,氺,,,
COMPONENT#金,KANJI#鋭,鋭,金,,,
COMPONENT#兄,KANJI#鋭,鋭,兄,,,
COMPONENT#金,KANJI#銅,銅,金,,,
COMPONENT#同,KANJI#銅,銅,同,,,
COMPONENT#金,KANJI#鉱,鉱,金,,,
COMPONENT#広,KANJI#鉱,鉱,広,,,
COMPONENT#广,KANJI#鉱,鉱,广,,,
COMPONENT#金,KANJI#鉄,鉄,金,,,
COMPONENT#失,KANJI#鉄,鉄,失,,,
COMPONENT#金,KANJI#鈍,鈍,金,,,
COMPONENT#屯,KANJI#鈍,鈍,屯,,,
COMPONENT#乚,KANJI#鈍,鈍,乚,,,
COMPONENT#金,KANJI#針,針,金,,,
COMPONENT#十,KANJI#針,針,十,,,
COMPONENT#日,KANJI#量,量,日,,,
COMPONENT#一,KANJI#量,量,一,,,
COMPONENT#里,KANJI#量,量,里,,,
COMPONENT#旦,KANJI#量,量,旦,,,
COMPONENT#垂,KANJI#郵,郵,垂,,,
COMPONENT#阝,KANJI#郵,郵,阝,,,
COMPONENT#阝,KANJI#郊,郊,阝,,,
COMPONENT#交,KANJI#郊,郊,交,,,
COMPONENT#父,KANJI#郊,郊,父,,,
COMPONENT#辶,KANJI#造,造,辶,,,
COMPONENT#告,KANJI#造,造,告,,,
COMPONENT#辶,KANJI#逆,逆,辶,,,
COMPONENT#屰,KANJI#逆,逆,屰,,,
COMPONENT#辶,KANJI#述,述,辶,,,
COMPONENT#朮,KANJI#述,述,朮,,,
COMPONENT#辶,KANJI#辺,辺,辶,,,
COMPONENT#刀,KANJI#辺,辺,刀,,,
COMPONENT#曲,KANJI#農,農,曲,,,
COMPONENT#辰,KANJI#農,農,辰,,,
COMPONENT#立,KANJI#辛,辛,立,,,
COMPONENT#十,KANJI#辛,辛,十,,,
COMPONENT#車,KANJI#輸,輸,車,,,
COMPONENT#俞,KANJI#輸,輸,俞,,,
COMPONENT#月,KANJI#輸,輸,月,,,
COMPONENT#刂,KANJI#輸,輸,刂,,,
COMPONENT#車,KANJI#輪,輪,車,,,
COMPONENT#侖,KANJI#輪,輪,侖,,,
COMPONENT#車,KANJI#軽,軽,車,,,
COMPONENT#圣,KANJI#軽,軽,圣,,,
COMPONENT#又,KANJI#軽,軽,又,,,
COMPONENT#土,KANJI#軽,軽,土,,,
COMPONENT#車,KANJI#軟,軟,車,,,
COMPONENT#欠,KANJI#軟,軟,欠,,,
COMPONENT#車,KANJI#軒,軒,車,,,
COMPONENT#干,KANJI#軒,軒,干,,,
COMPONENT#軍,KANJI#軍,軍,軍,,,
COMPONENT#車,KANJI#軍,軍,車,,,
COMPONENT#冖,KANJI#軍,軍,冖,,,
COMPONENT#足,KANJI#踊,踊,足,,,
COMPONENT#止,KANJI#踊,踊,止,,,
COMPONENT#甬,KANJI#踊,踊,甬,,,
COMPONENT#マ,KANJI#踊,踊,マ,,,
COMPONENT#足,KANJI#跡,跡,足,,,
COMPONENT#亦,KANJI#跡,跡,亦,,,
COMPONENT#止,KANJI#跡,跡,止,,,
COMPONENT#走,KANJI#超,超,走,,,
COMPONENT#召,KANJI#超,超,召,,,
COMPONENT#土,KANJI#超,超,土,,,
COMPONENT#刀,KANJI#超,超,刀,,,
COMPONENT#曽,KANJI#贈,贈,曽,,,
COMPONENT#貝,KANJI#贈,贈,貝,,,
COMPONENT#目,KANJI#贈,贈,目,,,
COMPONENT#田,KANJI#贈,贈,田,,,
COMPONENT#臤,KANJI#賢,賢,臤,,,
COMPONENT#貝,KANJI#賢,賢,貝,,,
COMPONENT#目,KANJI#賢,賢,目,,,
COMPONENT#臣,KANJI#賢,賢,臣,,,
COMPONENT#又,KANJI#賢,賢,又,,,
COMPONENT#貝,KANJI#賞,賞,貝,,,
COMPONENT#員,KANJI#賞,賞,員,,,
COMPONENT#目,KANJI#賞,賞,目,,,
COMPONENT#龸,KANJI#賞,賞,龸,,,
COMPONENT#刀,KANJI#貿,貿,刀,,,
COMPONENT#貝,KANJI#貿,貿,貝,,,
COMPONENT#目,KANJI#貿,貿,目,,,
COMPONENT#貝,KANJI#貯,貯,貝,,,
COMPONENT#宁,KANJI#貯,貯,宁,,,
COMPONENT#丁,KANJI#貯,貯,丁,,,
COMPONENT#貝,KANJI#販,販,貝,,,
COMPONENT#反,KANJI#販,販,反,,,
COMPONENT#又,KANJI#販,販,又,,,
COMPONENT#厂,KANJI#販,販,厂,,,
COMPONENT#化,KANJI#貨,貨,化,,,
COMPONENT#貝,KANJI#貨,貨,貝,,,
COMPONENT#イ,KANJI#貨,貨,イ,,,
COMPONENT#ヒ,KANJI#貨,貨,ヒ,,,
COMPONENT#目,KANJI#貝,貝,目,,,
COMPONENT#八,KANJI#貝,貝,八,,,
COMPONENT#ク,KANJI#象,象,ク,,,
COMPONENT#豕,KANJI#象,象,豕,,,
COMPONENT#曲,KANJI#豊,豊,曲,,,
COMPONENT#豆,KANJI#豊,豊,豆,,,
COMPONENT#八,KANJI#谷,谷,八,,,
COMPONENT#人,KANJI#谷,谷,人,,,
COMPONENT#口,KANJI#谷,谷,口,,,
COMPONENT#言,KANJI#講,講,言,,,
COMPONENT#冓,KANJI#講,講,冓,,,
COMPONENT#井,KANJI#講,講,井,,,
COMPONENT#再,KANJI#講,講,再,,,
COMPONENT#言,KANJI#諸,諸,言,,,
COMPONENT#者,KANJI#諸,諸,者,,,
COMPONENT#耂,KANJI#諸,諸,耂,,,
COMPONENT#言,KANJI#課,課,言,,,
COMPONENT#果,KANJI#課,課,果,,,
COMPONENT#甲,KANJI#課,課,甲,,,
COMPONENT#木,KANJI#課,課,木,,,
COMPONENT#言,KANJI#誌,誌,言,,,
COMPONENT#志,KANJI#誌,誌,志,,,
COMPONENT#士,KANJI#誌,誌,士,,,
COMPONENT#心,KANJI#誌,誌,心,,,
COMPONENT#言,KANJI#詰,詰,言,,,
COMPONENT#吉,KANJI#詰,詰,吉,,,
COMPONENT#士,KANJI#詰,詰,士,,,
COMPONENT#言,KANJI#詞,詞,言,,,
COMPONENT#司,KANJI#詞,詞,司,,,
COMPONENT#言,KANJI#設,設,言,,,
COMPONENT#殳,KANJI#設,設,殳,,,
COMPONENT#几,KANJI#設,設,几,,,
COMPONENT#又,KANJI#設,設,又,,,
COMPONENT#言,KANJI#訓,訓,言,,,
COMPONENT#川,KANJI#訓,訓,川,,,
COMPONENT#角,KANJI#触,触,角,,,
COMPONENT#虫,KANJI#触,触,虫,,,
COMPONENT#ク,KANJI#触,触,ク,,,
COMPONENT#中,KANJI#触,触,中,,,
COMPONENT#ク,KANJI#角,角,ク,,,
COMPONENT#衤,KANJI#複,複,衤,,,
COMPONENT#复,KANJI#複,複,复,,,
COMPONENT#夂,KANJI#複,複,夂,,,
COMPONENT#衤,KANJI#補,補,衤,,,
COMPONENT#甫,KANJI#補,補,甫,,,
COMPONENT#亠,KANJI#裏,裏,亠,,,
COMPONENT#里,KANJI#裏,裏,里,,,
COMPONENT#衣,KANJI#裏,裏,衣,,,
COMPONENT#壮,KANJI#装,装,壮,,,
COMPONENT#衣,KANJI#装,装,衣,,,
COMPONENT#士,KANJI#装,装,士,,,
COMPONENT#丬,KANJI#装,装,丬,,,
COMPONENT#皮,KANJI#被,被,皮,,,
COMPONENT#又,KANJI#被,被,又,,,
COMPONENT#反,KANJI#被,被,反,,,
COMPONENT#代,KANJI#袋,袋,代,,,
COMPONENT#衣,KANJI#袋,袋,衣,,,
COMPONENT#イ,KANJI#袋,袋,イ,,,
COMPONENT#弋,KANJI#袋,袋,弋,,,
COMPONENT#亠,KANJI#衣,衣,亠,,,
COMPONENT#皿,KANJI#血,血,皿,,,
COMPONENT#中,KANJI#虫,虫,中,,,
COMPONENT#艹,KANJI#薄,薄,艹,,,
COMPONENT#専,KANJI#薄,薄,専,,,
COMPONENT#氵,KANJI#薄,薄,氵,,,
COMPONENT#寸,KANJI#薄,薄,寸,,,
COMPONENT#艹,KANJI#蔵,蔵,艹,,,
COMPONENT#戊,KANJI#蔵,蔵,戊,,,
COMPONENT#臣,KANJI#蔵,蔵,臣,,,
COMPONENT#艹,KANJI#蒸,蒸,艹,,,
COMPONENT#丞,KANJI#蒸,蒸,丞,,,
COMPONENT#灬,KANJI#蒸,蒸,灬,,,
COMPONENT#艹,KANJI#著,著,艹,,,
COMPONENT#者,KANJI#著,著,者,,,
COMPONENT#耂,KANJI#著,著,耂,,,
COMPONENT#日,KANJI#著,著,日,,,
COMPONENT#艹,KANJI#菜,菜,艹,,,
COMPONENT#采,KANJI#菜,菜,采,,,
COMPONENT#⺤,KANJI#菜,菜,⺤,,,
COMPONENT#木,KANJI#菜,菜,木,,,
COMPONENT#艹,KANJI#菓,菓,艹,,,
COMPONENT#果,KANJI#菓,菓,果,,,
COMPONENT#甲,KANJI#菓,菓,甲,,,
COMPONENT#木,KANJI#菓,菓,木,,,
COMPONENT#艹,KANJI#荷,荷,艹,,,
COMPONENT#何,KANJI#荷,荷,何,,,
COMPONENT#イ,KANJI#荷,荷,イ,,,
COMPONENT#可,KANJI#荷,荷,可,,,
COMPONENT#艹,KANJI#荒,荒,艹,,,
COMPONENT#亡,KANJI#荒,荒,亡,,,
COMPONENT#川,KANJI#荒,荒,川,,,
COMPONENT#巟,KANJI#荒,荒,巟,,,
COMPONENT#艹,KANJI#芸,芸,艹,,,
COMPONENT#云,KANJI#芸,芸,云,,,
COMPONENT#舟,KANJI#般,般,舟,,,
COMPONENT#殳,KANJI#般,般,殳,,,
COMPONENT#舟,KANJI#航,航,舟,,,
COMPONENT#亢,KANJI#航,航,亢,,,
COMPONENT#几,KANJI#航,航,几,,,
COMPONENT#丹,KANJI#舟,舟,丹,,,
COMPONENT#臣,KANJI#臣,臣,臣,,,
COMPONENT#巨,KANJI#臣,臣,巨,,,
COMPONENT#月,KANJI#臓,臓,月,,,
COMPONENT#蔵,KANJI#臓,臓,蔵,,,
COMPONENT#臣,KANJI#臓,臓,臣,,,
COMPONENT#戊,KANJI#臓,臓,戊,,,
COMPONENT#虍,KANJI#膚,膚,虍,,,
COMPONENT#胃,KANJI#膚,膚,胃,,,
COMPONENT#田,KANJI#膚,膚,田,,,
COMPONENT#月,KANJI#膚,膚,月,,,
COMPONENT#月,KANJI#腰,腰,月,,,
COMPONENT#覀,KANJI#腰,腰,覀,,,
COMPONENT#女,KANJI#腰,腰,女,,,
COMPONENT#要,KANJI#腰,腰,要,,,
COMPONENT#月,KANJI#腕,腕,月,,,
COMPONENT#夕,KANJI#腕,腕,夕,,,
COMPONENT#夗,KANJI#腕,腕,夗,,,
COMPONENT#㔾,KANJI#腕,腕,㔾,,,
COMPONENT#月,KANJI#脳,脳,月,,,
COMPONENT#⺍,KANJI#脳,脳,⺍,,,
COMPONENT#凶,KANJI#脳,脳,凶,,,
COMPONENT#月,KANJI#脂,脂,月,,,
COMPONENT#ヒ,KANJI#脂,脂,ヒ,,,
COMPONENT#旨,KANJI#脂,脂,旨,,,
COMPONENT#日,KANJI#脂,脂,日,,,
COMPONENT#月,KANJI#胸,胸,月,,,
COMPONENT#凶,KANJI#胸,胸,凶,,,
COMPONENT#匈,KANJI#胸,胸,匈,,,
COMPONENT#勹,KANJI#胸,胸,勹,,,
COMPONENT#田,KANJI#胃,胃,田,,,
COMPONENT#月,KANJI#胃,胃,月,,,
COMPONENT#止,KANJI#肯,肯,止,,,
COMPONENT#月,KANJI#肯,肯,月,,,
COMPONENT#戸,KANJI#肩,肩,戸,,,
COMPONENT#月,KANJI#肩,肩,月,,,
COMPONENT#月,KANJI#肌,肌,月,,,
COMPONENT#几,KANJI#肌,肌,几,,,
COMPONENT#耒,KANJI#耕,耕,耒,,,
COMPONENT#井,KANJI#耕,耕,井,,,
COMPONENT#羽,KANJI#翌,翌,羽,,,
COMPONENT#立,KANJI#翌,翌,立,,,
COMPONENT#冫,KANJI#翌,翌,冫,,,
COMPONENT#冫,KANJI#羽,羽,冫,,,
COMPONENT#君,KANJI#群,群,君,,,
COMPONENT#羊,KANJI#群,群,羊,,,
COMPONENT#者,KANJI#署,署,者,,,
COMPONENT#罒,KANJI#署,署,罒,,,
COMPONENT#耂,KANJI#署,署,耂,,,
COMPONENT#日,KANJI#署,署,日,,,
COMPONENT#牛,KANJI#缶,缶,牛,,,
COMPONENT#糸,KANJI#績,績,糸,,,
COMPONENT#責,KANJI#績,績,責,,,
COMPONENT#貝,KANJI#績,績,貝,,,
COMPONENT#龶,KANJI#績,績,龶,,,
COMPONENT#糸,KANJI#練,練,糸,,,
COMPONENT#東,KANJI#練,練,東,,,
COMPONENT#申,KANJI#練,練,申,,,
COMPONENT#糸,KANJI#編,編,糸,,,
COMPONENT#戸,KANJI#編,編,戸,,,
COMPONENT#扁,KANJI#編,編,扁,,,
COMPONENT#冂,KANJI#編,編,冂,,,
COMPONENT#卄,KANJI#編,編,卄,,,
COMPONENT#糸,KANJI#線,線,糸,,,
COMPONENT#泉,KANJI#線,線,泉,,,
COMPONENT#白,KANJI#線,線,白,,,
COMPONENT#水,KANJI#線,線,水,,,
COMPONENT#糸,KANJI#緑,緑,糸,,,
COMPONENT#緑,KANJI#緑,緑,緑,,,
COMPONENT#彐,KANJI#緑,緑,彐,,,
COMPONENT#氺,KANJI#緑,緑,氺,,,
COMPONENT#糸,KANJI#総,総,糸,,,
COMPONENT#公,KANJI#総,総,公,,,
COMPONENT#心,KANJI#総,総,心,,,
COMPONENT#糸,KANJI#綿,綿,糸,,,
COMPONENT#白,KANJI#綿,綿,白,,,
COMPONENT#巾,KANJI#綿,綿,巾,,,
COMPONENT#糸,KANJI#絡,絡,糸,,,
COMPONENT#各,KANJI#絡,絡,各,,,
COMPONENT#夂,KANJI#絡,絡,夂,,,
COMPONENT#糸,KANJI#紹,紹,糸,,,
COMPONENT#召,KANJI#紹,紹,召,,,
COMPONENT#糸,KANJI#細,細,糸,,,
COMPONENT#田,KANJI#細,細,田,,,
COMPONENT#糸,KANJI#純,純,糸,,,
COMPONENT#屯,KANJI#純,純,屯,,,
COMPONENT#凵,KANJI#純,純,凵,,,
COMPONENT#乚,KANJI#純,純,乚,,,
COMPONENT#乚,KANJI#純,純,乚,,,
COMPONENT#糸,KANJI#紅,紅,糸,,,
COMPONENT#工,KANJI#紅,紅,工,,,
COMPONENT#幺,KANJI#糸,糸,幺,,,
COMPONENT#小,KANJI#糸,糸,小,,,
COMPONENT#米,KANJI#粒,粒,米,,,
COMPONENT#立,KANJI#粒,粒,立,,,
COMPONENT#米,KANJI#粉,粉,米,,,
