No.,japanese,level,english,vietnamese,grammar,,1,2,3,4,5,6,7,8,9,10,word1_name,word1_name,word1_id,word2_name,word2_id,word3_name,word3_id,word4_name,word4_id,word5_name,word5_id,word6_name,word6_id,word7_name,word7_id,word8_name,word8_id,word9_name,word9_id,word10_name,word10_id,word11_name,word11_id,word12_name,word12_id,word13_name,word13_id,word14_name,word14_id
39,いま、てんいんさんはケーキをつくっています。,4,The clerk is making a cake now.,Nhân viên đang làm bánh ngay bây giờ.,10,Vています（動作の進行中）,きのう,あした,りんご,かって,すし,の,ともだち,で,あそんで,みせ,いま,507,てんいん,31,は,,ケーキ,170,を,,つくって,299,います,,,,,,,,,,,,,,,
40,わたしは毎日カフェでコーヒーをのんでいます。,4,I drink coffee at a café every day.,Tôi uống cà phê ở quán mỗi ngày.,11,Vている（状態／習慣）,あなた,いま,あした,パン,すし,と,みます,に,たべて,が,わたし,5074,は,,毎日,259,カフェ,54,で,,コーヒー,187,を,,のんで,273,います,,,,,,,,,,,
41,ここでしゃしんをとらないでください。,4,Please do not take photos here.,Xin đừng chụp ảnh ở đây.,12,〜ないでください,そこ,あそこで,かって,のんで,ねないで,はいって,みせて,は,てにす,きいて,ここ,5087,で,,しゃしん,546,を,,とら,277,ないで,,ください,,,,,,,,,,,,,,,
42,こんどのやすみに、えいがかんでえいがをみたいです。,4,I want to watch a movie at the cinema on my next holiday.,Kỳ nghỉ tới tôi muốn xem phim ở rạp chiếu phim.,14,〜たいです,きのう,らいしゅう,えき,いえ,のみたい,すし,でかけたい,あいます,がっこう,にほん,こんど,823,の,,やすみ,617,に,,えいがかん,57,で,,えいが,2095,を,,みたい,7,です,,,,,,,,,
43,わたしは中国でラーメンをたべたことがあります。,4,I have eaten ramen in China.,Tôi đã từng ăn mì ramen ở Trung Quốc.,15,〜たことがあります,あなた,にほん,の,のみ,いき,りんご,から,たべたい,すし,に,わたし,5074,は,,中国,39,で,,ラーメン,162,を,,たべた,309,こと,538,が,,あります,500,,,,,,,,
44,ごはんをたべてからしゅくだいをします。,4,I will do my homework after eating.,Tôi sẽ làm bài tập sau khi ăn cơm.,21,Vてから,パン,のんで,みて,あとで,すぐ,に,たべ,が,えいが,して,ごはん,160,を,,たべて,309,から,,しゅくだい,704,を,,します,329,,,,,,,,,,,,,,
45,つくえのうえに、ほんやペンやけしゴムがあります。,4,On the desk there are books pens and erasers.,Trên bàn có sách bút và tẩy.,48,助詞 や（並列）,いす,した,にわ,えんぴつ,まど,ねこ,と,は,あそび,じしょ,つくえ,228,の,,うえ,518,に,,ほん,560,や,,ペン,211,や,,けしゴム,215,が,,あります,500,あります,,,,,
46,うさぎはうまよりちいさいです。,4,A rabbit is smaller than a horse.,Thỏ nhỏ hơn ngựa.,62,比較（〜は〜より）,いぬ,ねこ,おおきい,すき,の,に,はやい,あかい,かわいい,ですか,うさぎ,663,は,,うま,5,より,,ちいさい,347,です,,,,,,,,,,,,,,,,,
47,レストランよりカフェのほうがすきです。,4,I like cafés more than restaurants.,Tôi thích quán cà phê hơn nhà hàng.,63,比較（〜のほうが）,スーパー,えき,いえ,は,おいしい,きれい,に,いちばん,から,します,レストラン,55,より,,カフェ,54,の,,ほう,5185,が,,すき,395,です,,,,,,,,,,,,,
48,あの山はにほんでいちばん高いです。,4,That mountain is the highest in Japan.,Ngọn núi đó là cao nhất ở Nhật Bản.,64,比較（いちばん）,かわ,いけ,そら,すこし,ふじさん,の,に,ながい,くらい,おおきい,あの,3704,山,139,は,,にほん,37,で,,いちばん,661,高い,348,です,,,,,,,,,,,,,
49,あした、ともだちとえいがかんへいきます。,4,Tomorrow I will go to the cinema with my friend.,Ngày mai tôi sẽ đi xem phim cùng bạn.,66,場所方向（〜へ）,きのう,に,がっこう,レストラン,いきたい,えき,から,かえり,すし,は,あした,248,ともだち,83,と,,えいがかん,57,へ,,いき,271,ます,,,,,,,,,,,,,,,
50,このスープはあたたかくないです。,4,This soup is not warm.,Súp này không ấm.,76,くない（い形容詞の否定）,さむい,つめたい,の,きれい,たかい,すき,でした,が,ですか,よ,この,693,スープ,174,は,,あたたかく,380,ない,,です,,,,,,,,,,,,,,,,,
51,このまちはしずかではないです。,4,This town is not quiet.,Thị trấn này không yên tĩnh.,141,ではない（な形容詞の否定）,にぎやか,ひろい,ちいさい,きれい,かわいい,すき,の,いそがしい,まえ,に,この,693,まち,72,は,,しずか,392,では,,ない,,です,,,,,,,,,,,,,,,
52,どうやって東京へいきますか。,4,How do you go to Tokyo?,Bạn đi Tokyo bằng cách nào?,151,どうやって（疑問詞）,なに,どこ,バス,で,から,の,まし,どうして,だれ,します,どうやって,,東京,2652,へ,, いき,271,ます,,か,,,,,,,,,,,,,,,,,
53,日本人はどうやってすしをたべますか。,4,How do Japanese people eat sushi?,Người Nhật ăn sushi như thế nào?,157,どうやって（不定代名詞）,パン,の,なに,どの,りんご,てにす,を,のみます,つくり,は,日本人,5098,は,,どうやって,,すし,2575,を,,たべ,309,ます,,か,,,,,,,,,,,,,
54,きのうの昼ごはんはどうでしたか。,4,How was your lunch yesterday?,Bữa trưa hôm qua của bạn thế nào?,158,どうでしたか,あした,ばんごはん,なに,すき,おいしい,に,の,どんな,どうして,でしたか,きのう,246,の,,昼ごはん,172,は,,どう,2503,でした,,か,,,,,,,,,,,,,,,
